Case Type,Date,Province State,Cases,Last Update,Lat,Long,People Hospitalized,People Tested
Active,10/15/2020,Oklahoma,5,44120.18793,35.5653,-96.9289,0,13099
Active,10/16/2020,Oklahoma,426,44121.18778,35.5653,-96.9289,0,19380
Active,10/17/2020,Oklahoma,122,44122.18778,35.5653,-96.9289,0,15887
Active,10/18/2020,Oklahoma,24,44123.18778,35.5653,-96.9289,0,796
Active,10/19/2020,Oklahoma,48,44124.18784,35.5653,-96.9289,0,774
Active,10/20/2020,Oklahoma,126,44125.18787,35.5653,-96.9289,0,31405
Active,10/21/2020,Oklahoma,7,44126.18792,35.5653,-96.9289,0,11215
Active,10/22/2020,Oklahoma,351,44127.18796,35.5653,-96.9289,0,12863
Active,10/23/2020,Oklahoma,115,44128.18788,35.5653,-96.9289,0,20464
Active,10/24/2020,Oklahoma,608,44129.18778,35.5653,-96.9289,0,21157
Active,10/25/2020,Oklahoma,206,44130.18794,35.5653,-96.9289,0,1051
Active,10/26/2020,Oklahoma,-155,44131.18779,35.5653,-96.9289,0,663
Active,10/27/2020,Oklahoma,-311,44132.18793,35.5653,-96.9289,0,30053
Active,10/28/2020,Oklahoma,-406,44133.18791,35.5653,-96.9289,0,11390
Active,10/29/2020,Oklahoma,-106,44134.18784,35.5653,-96.9289,0,10319
Active,10/30/2020,Oklahoma,64,44135.18789,35.5653,-96.9289,0,15590
Active,10/31/2020,Oklahoma,101,44136.19381,35.5653,-96.9289,0,15619
Active,11/1/2020,Oklahoma,551,44137.22959,35.5653,-96.9289,0,1349
Active,11/2/2020,Oklahoma,264,44138.25066,35.5653,-96.9289,0,1084
Active,11/3/2020,Oklahoma,-31,44139.22946,35.5653,-96.9289,0,27512
Active,11/4/2020,Oklahoma,10,44140.25397,35.5653,-96.9289,0,9778
Active,11/5/2020,Oklahoma,838,44141.22957,35.5653,-96.9289,0,16440
Active,11/6/2020,Oklahoma,330,44142.22959,35.5653,-96.9289,0,16044
Active,11/7/2020,Oklahoma,0,44143.22947,35.5653,-96.9289,0,13471
Active,11/8/2020,Oklahoma,2695,44144.22961,35.5653,-96.9289,0,4507
Active,11/9/2020,Oklahoma,339,44145.23751,35.5653,-96.9289,0,2197
Active,11/10/2020,Oklahoma,503,44146.22962,35.5653,-96.9289,0,23422
Active,11/11/2020,Oklahoma,1088,44147.22962,35.5653,-96.9289,0,14939
Active,11/12/2020,Oklahoma,1064,44148.22951,35.5653,-96.9289,0,2357
Active,11/13/2020,Oklahoma,1307,44149.22951,35.5653,-96.9289,0,40529
Active,11/14/2020,Oklahoma,1265,44150.22951,35.5653,-96.9289,0,12781
Active,11/15/2020,Oklahoma,2451,44151.22951,35.5653,-96.9289,0,3923
Active,11/16/2020,Oklahoma,1350,44152.22951,35.5653,-96.9289,0,2729
Active,11/17/2020,Oklahoma,-350,44153.2375,35.5653,-96.9289,0,40563
Active,11/18/2020,Oklahoma,1016,44154.2295,35.5653,-96.9289,0,17922
Active,11/19/2020,Oklahoma,661,44155.22956,35.5653,-96.9289,0,21620
Active,11/20/2020,Oklahoma,240,44156.22951,35.5653,-96.9289,0,16625
Active,11/21/2020,Oklahoma,689,44157.22951,35.5653,-96.9289,0,53383
Active,11/22/2020,Oklahoma,971,44158.22956,35.5653,-96.9289,0,3406
Active,11/23/2020,Oklahoma,1460,44159.22947,35.5653,-96.9289,0,3544
Active,11/24/2020,Oklahoma,-584,44160.22963,35.5653,-96.9289,0,43490
Active,11/25/2020,Oklahoma,57,44161.22963,35.5653,-96.9289,0,21896
Active,11/26/2020,Oklahoma,0,44162.22947,35.5653,-96.9289,0,24905
Active,11/27/2020,Oklahoma,-423,44163.22957,35.5653,-96.9289,0,3225
Active,11/28/2020,Oklahoma,-681,44164.22947,35.5653,-96.9289,0,6257
Active,11/29/2020,Oklahoma,-359,44165.22947,35.5653,-96.9289,0,1721
Active,11/30/2020,Oklahoma,421,44166.22947,35.5653,-96.9289,0,2200
Active,12/1/2020,Oklahoma,-1957,44167.22964,35.5653,-96.9289,0,51737
Active,12/2/2020,Oklahoma,-694,44168.22964,35.5653,-96.9289,0,20129
Active,12/3/2020,Oklahoma,-1581,44169.22964,35.5653,-96.9289,0,18410
Active,12/4/2020,Oklahoma,1408,44170.22953,35.5653,-96.9289,0,30155
Active,4/12/2020,Oregon,1475,43933.97101,44.572,-122.0709,359,29758
Active,4/13/2020,Oregon,56,43934.96382,44.572,-122.0709,10,1363
Active,4/14/2020,Oregon,47,43935.98161,44.572,-122.0709,12,1242
Active,4/15/2020,Oregon,27,43936.95615,44.572,-122.0709,20,988
Active,4/16/2020,Oregon,67,43937.97976,44.572,-122.0709,13,1587
Active,4/17/2020,Oregon,43,43938.97977,44.572,-122.0709,13,1383
Active,4/18/2020,Oregon,57,43939.93943,44.572,-122.0709,22,1262
Active,4/19/2020,Oregon,64,43940.98682,44.572,-122.0709,7,1455
Active,4/20/2020,Oregon,46,43941.98388,44.572,-122.0709,9,1007
Active,4/21/2020,Oregon,44,43942.9865,44.572,-122.0709,6,1083
Active,4/22/2020,Oregon,55,43943.98641,44.572,-122.0709,17,57
Active,4/23/2020,Oregon,63,43945.14792,44.572,-122.0709,24,2791
Active,4/24/2020,Oregon,47,43946.27275,44.572,-122.0709,8,1516
Active,4/25/2020,Oregon,75,43947.10608,44.572,-122.0709,16,1885
Active,4/26/2020,Oregon,53,43948.10609,44.572,-122.0709,10,1587
Active,4/27/2020,Oregon,43,43949.10609,44.572,-122.0709,8,2234
Active,4/28/2020,Oregon,24,43950.10594,44.572,-122.0709,0,0
Active,4/29/2020,Oregon,59,43951.10591,44.572,-122.0709,15,3274
Active,4/30/2020,Oregon,62,43952.10593,44.572,-122.0709,9,1560
Active,5/1/2020,Oregon,68,43953.10591,44.572,-122.0709,13,2144
Active,5/3/2020,Oregon,-764,43955.10593,44.572,-122.0709,7,3878
Active,5/11/2020,Oregon,320,43963.14758,44.572,-122.0709,75,15552
Active,5/12/2020,Oregon,72,43964.14757,44.572,-122.0709,0,0
Active,5/13/2020,Oregon,-227,43965.14759,44.572,-122.0709,5,6381
Active,5/14/2020,Oregon,60,43966.10633,44.572,-122.0709,7,63
Active,5/17/2020,Oregon,144,43969.10586,44.572,-122.0709,18,10306
Active,5/18/2020,Oregon,63,43970.10582,44.572,-122.0709,5,2959
Active,5/19/2020,Oregon,37,43971.10584,44.572,-122.0709,6,2405
Active,5/20/2020,Oregon,71,43972.10618,44.572,-122.0709,9,2429
Active,5/21/2020,Oregon,15,43973.10899,44.572,-122.0709,9,3075
Active,5/22/2020,Oregon,75,43974.1061,44.572,-122.0709,5,2615
Active,5/23/2020,Oregon,24,43975.10611,44.572,-122.0709,3,2368
Active,5/24/2020,Oregon,38,43976.10613,44.572,-122.0709,2,1988
Active,5/25/2020,Oregon,22,43977.10603,44.572,-122.0709,5,1663
Active,5/26/2020,Oregon,-401,43978.10598,44.572,-122.0709,5,1680
Active,5/27/2020,Oregon,71,43979.10598,44.572,-122.0709,7,1454
Active,5/28/2020,Oregon,-141,43980.10623,44.572,-122.0709,9,2655
Active,5/29/2020,Oregon,45,43981.10619,44.572,-122.0709,3,3034
Active,5/30/2020,Oregon,-104,43982.10616,44.572,-122.0709,7,4114
Active,5/31/2020,Oregon,43,43983.10618,44.572,-122.0709,8,2406
Active,6/1/2020,Oregon,46,43984.10644,44.572,-122.0709,4,2417
Active,6/2/2020,Oregon,30,43985.10649,44.572,-122.0709,5,2591
Active,6/3/2020,Oregon,27,43986.10652,44.572,-122.0709,5,2459
Active,6/4/2020,Oregon,75,43987.10642,44.572,-122.0709,12,2644
Active,6/5/2020,Oregon,79,43988.10635,44.572,-122.0709,7,3934
Active,6/6/2020,Oregon,-23,43989.16238,44.572,-122.0709,0,2913
Active,6/7/2020,Oregon,90,43990.1484,44.572,-122.0709,0,2241
Active,6/8/2020,Oregon,259,43991.14814,44.572,-122.0709,24,1479
Active,6/9/2020,Oregon,-15,43992.17169,44.572,-122.0709,8,3738
Active,6/10/2020,Oregon,53,43993.14854,44.572,-122.0709,6,3141
Active,6/11/2020,Oregon,157,43994.21534,44.572,-122.0709,7,5046
Active,6/12/2020,Oregon,118,43995.14821,44.572,-122.0709,11,4385
Active,6/13/2020,Oregon,-26,43996.14824,44.572,-122.0709,0,0
Active,6/14/2020,Oregon,0,43997.14821,44.572,-122.0709,0,0
Active,6/15/2020,Oregon,436,43998.18984,44.572,-122.0709,0,7693
Active,6/16/2020,Oregon,241,43999.18997,44.572,-122.0709,37,5656
Active,6/17/2020,Oregon,93,44000.18993,44.572,-122.0709,17,4812
Active,6/18/2020,Oregon,99,44001.18992,44.572,-122.0709,4,4786
Active,6/19/2020,Oregon,174,44002.18995,44.572,-122.0709,13,4781
Active,6/20/2020,Oregon,0,44003.19001,44.572,-122.0709,0,178
Active,6/21/2020,Oregon,0,44004.18997,44.572,-122.0709,0,8516
Active,6/22/2020,Oregon,452,44005.18999,44.572,-122.0709,23,4017
Active,6/23/2020,Oregon,175,44006.19006,44.572,-122.0709,14,4084
Active,6/24/2020,Oregon,167,44007.22718,44.572,-122.0709,23,3296
Active,6/25/2020,Oregon,77,44008.19021,44.572,-122.0709,6,2610
Active,6/26/2020,Oregon,245,44009.19014,44.572,-122.0709,10,250
Active,6/27/2020,Oregon,276,44010.19049,44.572,-122.0709,0,0
Active,6/28/2020,Oregon,247,44011.19024,44.572,-122.0709,0,523
Active,6/29/2020,Oregon,91,44012.1903,44.572,-122.0709,3,17742
Active,6/30/2020,Oregon,146,44013.19034,44.572,-122.0709,13,2501
Active,7/1/2020,Oregon,274,44014.19027,44.572,-122.0709,17,5726
Active,7/2/2020,Oregon,325,44015.19034,44.572,-122.0709,14,7694
Active,7/3/2020,Oregon,342,44016.19032,44.572,-122.0709,0,0
Active,7/4/2020,Oregon,290,44017.19028,44.572,-122.0709,0,3972
Active,7/5/2020,Oregon,298,44018.19039,44.572,-122.0709,0,9175
Active,7/6/2020,Oregon,78,44019.19043,44.572,-122.0709,56,3520
Active,7/7/2020,Oregon,174,44020.23194,44.572,-122.0709,16,4185
Active,7/8/2020,Oregon,208,44021.19069,44.572,-122.0709,14,4361
Active,7/9/2020,Oregon,265,44022.19076,44.572,-122.0709,7,5808
