Case Type,Date,Province State,Cases,Last Update,Lat,Long,People Hospitalized,People Tested
Confirmed,10/24/2020,New Mexico,872,44129.18778,34.8405,-106.2485,0,10334
Confirmed,10/25/2020,New Mexico,823,44130.18794,34.8405,-106.2485,0,9611
Confirmed,10/26/2020,New Mexico,723,44131.18779,34.8405,-106.2485,0,9749
Confirmed,10/27/2020,New Mexico,583,44132.18793,34.8405,-106.2485,0,6078
Confirmed,10/28/2020,New Mexico,657,44133.18791,34.8405,-106.2485,0,4497
Confirmed,10/29/2020,New Mexico,1078,44134.18784,34.8405,-106.2485,0,11767
Confirmed,10/30/2020,New Mexico,1005,44135.18789,34.8405,-106.2485,0,11999
Confirmed,10/31/2020,New Mexico,581,44136.19381,34.8405,-106.2485,0,8702
Confirmed,11/1/2020,New Mexico,742,44137.22959,34.8405,-106.2485,0,10833
Confirmed,11/2/2020,New Mexico,872,44138.25066,34.8405,-106.2485,0,9794
Confirmed,11/3/2020,New Mexico,1136,44139.22946,34.8405,-106.2485,0,8813
Confirmed,11/4/2020,New Mexico,1011,44140.25397,34.8405,-106.2485,0,11020
Confirmed,11/5/2020,New Mexico,859,44141.22957,34.8405,-106.2485,0,16458
Confirmed,11/6/2020,New Mexico,1284,44142.22959,34.8405,-106.2485,0,11400
Confirmed,11/7/2020,New Mexico,1277,44143.22947,34.8405,-106.2485,0,8370
Confirmed,11/8/2020,New Mexico,1210,44144.22961,34.8405,-106.2485,0,12149
Confirmed,11/9/2020,New Mexico,1408,44145.23751,34.8405,-106.2485,0,11758
Confirmed,11/10/2020,New Mexico,1258,44146.22962,34.8405,-106.2485,0,7041
Confirmed,11/11/2020,New Mexico,1487,44147.22962,34.8405,-106.2485,0,12428
Confirmed,11/12/2020,New Mexico,1742,44148.22951,34.8405,-106.2485,0,35297
Confirmed,11/13/2020,New Mexico,1230,44149.22951,34.8405,-106.2485,0,13155
Confirmed,11/14/2020,New Mexico,1165,44150.22951,34.8405,-106.2485,0,17791
Confirmed,11/15/2020,New Mexico,1030,44151.22951,34.8405,-106.2485,0,12258
Confirmed,11/16/2020,New Mexico,1253,44152.22951,34.8405,-106.2485,0,12415
Confirmed,11/17/2020,New Mexico,2105,44153.2375,34.8405,-106.2485,0,13254
Confirmed,11/18/2020,New Mexico,2892,44154.2295,34.8405,-106.2485,0,23702
Confirmed,11/19/2020,New Mexico,3665,44155.22956,34.8405,-106.2485,0,10974
Confirmed,11/20/2020,New Mexico,2982,44156.22951,34.8405,-106.2485,0,12812
Confirmed,11/21/2020,New Mexico,2342,44157.22951,34.8405,-106.2485,0,10512
Confirmed,11/22/2020,New Mexico,2456,44158.22956,34.8405,-106.2485,0,10876
Confirmed,11/23/2020,New Mexico,2252,44159.22947,34.8405,-106.2485,0,9455
Confirmed,11/24/2020,New Mexico,2099,44160.22963,34.8405,-106.2485,0,12832
Confirmed,11/25/2020,New Mexico,1855,44161.22963,34.8405,-106.2485,0,10556
Confirmed,11/26/2020,New Mexico,1694,44162.22947,34.8405,-106.2485,0,17016
Confirmed,11/27/2020,New Mexico,2056,44163.22957,34.8405,-106.2485,0,16891
Confirmed,11/28/2020,New Mexico,2130,44164.22947,34.8405,-106.2485,0,14455
Confirmed,11/29/2020,New Mexico,1435,44165.22947,34.8405,-106.2485,0,10969
Confirmed,11/30/2020,New Mexico,1678,44166.22947,34.8405,-106.2485,0,11120
Confirmed,12/1/2020,New Mexico,2324,44167.22964,34.8405,-106.2485,0,21468
Confirmed,12/2/2020,New Mexico,1544,44168.22964,34.8405,-106.2485,0,12463
Confirmed,12/3/2020,New Mexico,1899,44169.22964,34.8405,-106.2485,0,12692
Confirmed,12/4/2020,New Mexico,2073,44170.22953,34.8405,-106.2485,0,15469
Confirmed,4/12/2020,New York,189033,43933.97101,42.1657,-74.9481,42594,461601
Confirmed,4/13/2020,New York,6716,43934.96382,42.1657,-74.9481,118,16756
Confirmed,4/14/2020,New York,7271,43935.98161,42.1657,-74.9481,3489,20786
Confirmed,4/15/2020,New York,11434,43936.95615,42.1657,-74.9481,0,26869
Confirmed,4/16/2020,New York,9237,43937.97976,42.1657,-74.9481,4249,24567
Confirmed,4/17/2020,New York,6906,43938.97977,42.1657,-74.9481,1974,0
Confirmed,4/18/2020,New York,11115,43939.93943,42.1657,-74.9481,1915,45953
Confirmed,4/19/2020,New York,6103,43940.98682,42.1657,-74.9481,1384,21023
Confirmed,4/20/2020,New York,5245,43941.98388,42.1657,-74.9481,1380,16306
Confirmed,4/21/2020,New York,5301,43942.9865,42.1657,-74.9481,0,15464
Confirmed,4/22/2020,New York,4931,43943.98641,42.1657,-74.9481,0,20657
Confirmed,4/23/2020,New York,168,43945.14792,42.1657,-74.9481,0,25938
Confirmed,4/24/2020,New York,8130,43946.27275,42.1657,-74.9481,0,34736
Confirmed,4/25/2020,New York,10553,43947.10608,42.1657,-74.9481,0,46912
Confirmed,4/26/2020,New York,5902,43948.10609,42.1657,-74.9481,0,27782
Confirmed,4/27/2020,New York,3951,43949.10609,42.1657,-74.9481,0,20745
Confirmed,4/28/2020,New York,3110,43950.10594,42.1657,-74.9481,7172,18899
Confirmed,4/29/2020,New York,4585,43951.10591,42.1657,-74.9481,1122,27487
Confirmed,4/30/2020,New York,4681,43952.10593,42.1657,-74.9481,972,28155
Confirmed,5/1/2020,New York,3942,43953.10591,42.1657,-74.9481,811,26802
Confirmed,5/3/2020,New York,8101,43955.10593,42.1657,-74.9481,1556,58473
Confirmed,5/11/2020,New York,20640,43963.14758,42.1657,-74.9481,4407,218740
Confirmed,5/12/2020,New York,1430,43964.14757,42.1657,-74.9481,0,20462
Confirmed,5/13/2020,New York,2176,43965.14759,42.1657,-74.9481,820,33794
Confirmed,5/14/2020,New York,2390,43966.10633,42.1657,-74.9481,470,39850
Confirmed,5/17/2020,New York,7070,43969.10586,42.1657,-74.9481,1092,114639
Confirmed,5/18/2020,New York,1250,43970.10582,42.1657,-74.9481,345,26161
Confirmed,5/19/2020,New York,1474,43971.10584,42.1657,-74.9481,298,28182
Confirmed,5/20/2020,New York,1525,43972.10618,42.1657,-74.9481,242,38097
Confirmed,5/21/2020,New York,2088,43973.10899,42.1657,-74.9481,198,49219
Confirmed,5/22/2020,New York,1696,43974.1061,42.1657,-74.9481,235,45738
Confirmed,5/23/2020,New York,1772,43975.10611,42.1657,-74.9481,191,51268
Confirmed,5/24/2020,New York,1589,43976.10613,42.1657,-74.9481,261,47765
Confirmed,5/25/2020,New York,1249,43977.10603,42.1657,-74.9481,230,39623
Confirmed,5/26/2020,New York,1072,43978.10598,42.1657,-74.9481,112,34679
Confirmed,5/27/2020,New York,1129,43979.10598,42.1657,-74.9481,201,37416
Confirmed,5/28/2020,New York,1768,43980.10623,42.1657,-74.9481,205,65245
Confirmed,5/29/2020,New York,1551,43981.10619,42.1657,-74.9481,11151,67341
Confirmed,5/30/2020,New York,1376,43982.10616,42.1657,-74.9481,206,61251
Confirmed,5/31/2020,New York,1110,43983.10618,42.1657,-74.9481,190,58444
Confirmed,6/1/2020,New York,941,43984.10644,42.1657,-74.9481,113,49952
Confirmed,6/2/2020,New York,1329,43985.10649,42.1657,-74.9481,158,54054
Confirmed,6/3/2020,New York,1045,43986.10652,42.1657,-74.9481,134,61642
Confirmed,6/4/2020,New York,1048,43987.10642,42.1657,-74.9481,0,63559
Confirmed,6/5/2020,New York,1075,43988.10635,42.1657,-74.9481,0,66480
Confirmed,6/6/2020,New York,1108,43989.16238,42.1657,-74.9481,0,77895
Confirmed,6/7/2020,New York,781,43990.1484,42.1657,-74.9481,0,60435
Confirmed,6/8/2020,New York,702,43991.14814,42.1657,-74.9481,0,58054
Confirmed,6/9/2020,New York,683,43992.17169,42.1657,-74.9481,0,49973
Confirmed,6/10/2020,New York,674,43993.14854,42.1657,-74.9481,0,62297
Confirmed,6/11/2020,New York,736,43994.21534,42.1657,-74.9481,0,60839
Confirmed,6/12/2020,New York,822,43995.14821,42.1657,-74.9481,0,72395
Confirmed,6/13/2020,New York,916,43996.14824,42.1657,-74.9481,0,70840
Confirmed,6/14/2020,New York,694,43997.14821,42.1657,-74.9481,0,62359
Confirmed,6/15/2020,New York,620,43998.18984,42.1657,-74.9481,0,56611
Confirmed,6/16/2020,New York,631,43999.18997,42.1657,-74.9481,0,60568
Confirmed,6/17/2020,New York,567,44000.18993,42.1657,-74.9481,0,59341
Confirmed,6/18/2020,New York,618,44001.18992,42.1657,-74.9481,0,68541
Confirmed,6/19/2020,New York,796,44002.18995,42.1657,-74.9481,0,79303
Confirmed,6/20/2020,New York,716,44003.19001,42.1657,-74.9481,0,68830
Confirmed,6/21/2020,New York,664,44004.18997,42.1657,-74.9481,0,67526
Confirmed,6/22/2020,New York,552,44005.18999,42.1657,-74.9481,0,56780
Confirmed,6/23/2020,New York,597,44006.19006,42.1657,-74.9481,0,48709
Confirmed,6/24/2020,New York,581,44007.22718,42.1657,-74.9481,0,51144
Confirmed,6/25/2020,New York,749,44008.19021,42.1657,-74.9481,0,67642
Confirmed,6/26/2020,New York,805,44009.19014,42.1657,-74.9481,0,61723
Confirmed,6/27/2020,New York,703,44010.19049,42.1657,-74.9481,0,73262
Confirmed,6/28/2020,New York,616,44011.19024,42.1657,-74.9481,0,61906
Confirmed,6/29/2020,New York,864,44012.1903,42.1657,-74.9481,0,46428
Confirmed,6/30/2020,New York,51,44013.19034,42.1657,-74.9481,0,52025
Confirmed,7/1/2020,New York,625,44014.19027,42.1657,-74.9481,0,56710
Confirmed,7/2/2020,New York,875,44015.19034,42.1657,-74.9481,0,69945
Confirmed,7/3/2020,New York,918,44016.19032,42.1657,-74.9481,0,66392
Confirmed,7/4/2020,New York,726,44017.19028,42.1657,-74.9481,0,62403
Confirmed,7/5/2020,New York,533,44018.19039,42.1657,-74.9481,0,63415
Confirmed,7/6/2020,New York,518,44019.19043,42.1657,-74.9481,0,54328
Confirmed,7/7/2020,New York,588,44020.23194,42.1657,-74.9481,0,56736
Confirmed,7/8/2020,New York,692,44021.19069,42.1657,-74.9481,0,57585
Confirmed,7/9/2020,New York,584,44022.19076,42.1657,-74.9481,0,65564
Confirmed,7/10/2020,New York,786,44023.19073,42.1657,-74.9481,0,73558
Confirmed,7/11/2020,New York,730,44024.19078,42.1657,-74.9481,0,69203
Confirmed,7/12/2020,New York,677,44025.19671,42.1657,-74.9481,0,62418
Confirmed,7/13/2020,New York,557,44026.19095,42.1657,-74.9481,0,51687
Confirmed,7/14/2020,New York,912,44027.19089,42.1657,-74.9481,0,60045
Confirmed,7/15/2020,New York,831,44028.19806,42.1657,-74.9481,0,63598
Confirmed,7/16/2020,New York,769,44029.191,42.1657,-74.9481,0,72685
Confirmed,7/17/2020,New York,776,44030.19095,42.1657,-74.9481,0,78239
Confirmed,7/18/2020,New York,754,44031.19111,42.1657,-74.9481,0,69817
Confirmed,7/19/2020,New York,502,44032.23262,42.1657,-74.9481,0,46204
Confirmed,7/20/2020,New York,519,44033.19374,42.1657,-74.9481,0,49342
Confirmed,7/21/2020,New York,855,44034.1909,42.1657,-74.9481,0,66169
Confirmed,7/22/2020,New York,705,44035.21896,42.1657,-74.9481,0,67659
Confirmed,7/23/2020,New York,811,44036.22979,42.1657,-74.9481,0,69698
Confirmed,7/24/2020,New York,753,44037.19991,42.1657,-74.9481,0,76507
Confirmed,7/25/2020,New York,750,44038.19112,42.1657,-74.9481,0,71466
Confirmed,7/26/2020,New York,536,44039.19115,42.1657,-74.9481,0,53568
Confirmed,7/27/2020,New York,608,44040.20766,42.1657,-74.9481,0,57270
Confirmed,7/28/2020,New York,534,44041.19125,42.1657,-74.9481,0,57397
Confirmed,7/29/2020,New York,715,44042.19117,42.1657,-74.9481,0,62276
Confirmed,7/30/2020,New York,777,44043.19133,42.1657,-74.9481,0,73546
Confirmed,7/31/2020,New York,644,44044.1922,42.1657,-74.9481,0,68869
Confirmed,8/1/2020,New York,753,44045.19103,42.1657,-74.9481,0,82737
Confirmed,8/2/2020,New York,531,44046.19082,42.1657,-74.9481,0,58961
Confirmed,8/3/2020,New York,545,44047.19597,42.1657,-74.9481,0,51839
Confirmed,8/4/2020,New York,746,44048.19093,42.1657,-74.9481,0,70993
Confirmed,8/5/2020,New York,636,44049.19113,42.1657,-74.9481,0,72668
Confirmed,8/6/2020,New York,703,44050.19131,42.1657,-74.9481,0,72370
Confirmed,8/7/2020,New York,714,44051.1911,42.1657,-74.9481,0,70170
Confirmed,8/8/2020,New York,703,44052.19105,42.1657,-74.9481,0,74857
Confirmed,8/9/2020,New York,515,44053.19106,42.1657,-74.9481,0,65812
Confirmed,8/10/2020,New York,476,44054.19128,42.1657,-74.9481,0,54002
Confirmed,8/11/2020,New York,667,44055.18778,42.1657,-74.9481,0,77059
Confirmed,8/12/2020,New York,700,44056.18778,42.1657,-74.9481,0,87776
Confirmed,8/13/2020,New York,737,44057.18778,42.1657,-74.9481,0,87900
Confirmed,8/14/2020,New York,727,44058.18777,42.1657,-74.9481,0,85455
Confirmed,8/15/2020,New York,734,44059.18771,42.1657,-74.9481,0,88668
Confirmed,8/16/2020,New York,607,44060.18777,42.1657,-74.9481,0,77692
Confirmed,8/17/2020,New York,408,44061.18777,42.1657,-74.9481,0,56891
Confirmed,8/18/2020,New York,655,44062.1875,42.1657,-74.9481,0,66891
Confirmed,8/19/2020,New York,631,44063.18775,42.1657,-74.9481,0,80425
Confirmed,8/20/2020,New York,601,44064.18785,42.1657,-74.9481,0,80984
Confirmed,8/21/2020,New York,709,44065.18784,42.1657,-74.9481,0,98880
Confirmed,8/22/2020,New York,653,44066.18782,42.1657,-74.9481,0,94849
Confirmed,8/23/2020,New York,572,44067.18777,42.1657,-74.9481,0,74043
Confirmed,8/24/2020,New York,408,44068.18784,42.1657,-74.9481,0,62031
Confirmed,8/25/2020,New York,629,44069.18775,42.1657,-74.9481,0,67255
Confirmed,8/26/2020,New York,566,44070.18775,42.1657,-74.9481,0,71189
Confirmed,8/27/2020,New York,791,44071.18775,42.1657,-74.9481,0,83437
Confirmed,8/28/2020,New York,636,44072.18775,42.1657,-74.9481,-89995,97826
Confirmed,8/29/2020,New York,635,44073.18778,42.1657,-74.9481,0,93873
Confirmed,8/30/2020,New York,698,44074.18778,42.1657,-74.9481,0,100022
Confirmed,8/31/2020,New York,656,44075.18775,42.1657,-74.9481,0,66241
Confirmed,9/1/2020,New York,754,44076.18777,42.1657,-74.9481,0,76997
Confirmed,9/2/2020,New York,708,44077.18786,42.1657,-74.9481,0,88447
Confirmed,9/3/2020,New York,889,44078.18786,42.1657,-74.9481,0,88981
Confirmed,9/4/2020,New York,864,44079.18784,42.1657,-74.9481,0,93395
Confirmed,9/5/2020,New York,801,44080.18785,42.1657,-74.9481,0,99761
Confirmed,9/6/2020,New York,729,44081.18788,42.1657,-74.9481,0,85630
Confirmed,9/7/2020,New York,520,44082.18779,42.1657,-74.9481,0,58865
Confirmed,9/8/2020,New York,557,44083.18787,42.1657,-74.9481,0,57826
Confirmed,9/9/2020,New York,576,44084.18778,42.1657,-74.9481,0,63230
Confirmed,9/10/2020,New York,757,44085.18777,42.1657,-74.9481,0,76813
Confirmed,9/11/2020,New York,880,44086.18778,42.1657,-74.9481,0,89722
Confirmed,9/12/2020,New York,849,44087.18889,42.1657,-74.9481,0,102925
Confirmed,9/13/2020,New York,725,44088.18793,42.1657,-74.9481,0,72668
Confirmed,9/14/2020,New York,583,44089.14618,42.1657,-74.9481,0,63358
Confirmed,9/15/2020,New York,766,44090.18787,42.1657,-74.9481,0,73678
Confirmed,9/16/2020,New York,652,44091.18787,42.1657,-74.9481,0,75087
Confirmed,9/17/2020,New York,896,44092.21564,42.1657,-74.9481,0,91504
Confirmed,9/18/2020,New York,790,44093.1878,42.1657,-74.9481,0,89727
Confirmed,9/19/2020,New York,986,44094.18786,42.1657,-74.9481,0,110444
Confirmed,9/20/2020,New York,862,44095.18788,42.1657,-74.9481,0,100355
Confirmed,9/21/2020,New York,573,44096.18788,42.1657,-74.9481,0,58319
Confirmed,9/22/2020,New York,754,44097.18779,42.1657,-74.9481,0,83997
Confirmed,9/23/2020,New York,665,44098.18779,42.1657,-74.9481,0,70930
Confirmed,9/24/2020,New York,955,44099.18781,42.1657,-74.9481,0,92953
Confirmed,9/25/2020,New York,908,44100.18778,42.1657,-74.9481,0,94818
Confirmed,9/26/2020,New York,1005,44101.18789,42.1657,-74.9481,0,99953
Confirmed,9/27/2020,New York,866,44102.18792,42.1657,-74.9481,0,84770
Confirmed,9/28/2020,New York,834,44103.18779,42.1657,-74.9481,0,52936
Confirmed,9/29/2020,New York,1189,44104.18779,42.1657,-74.9481,0,88231
Confirmed,9/30/2020,New York,1000,44105.18782,42.1657,-74.9481,0,97960
Confirmed,10/1/2020,New York,1382,44106.18792,42.1657,-74.9481,0,109218
Confirmed,10/2/2020,New York,1598,44107.18792,42.1657,-74.9481,0,119493
Confirmed,10/3/2020,New York,1731,44108.18778,42.1657,-74.9481,0,134267
Confirmed,10/4/2020,New York,1222,44109.18791,42.1657,-74.9481,0,110329
Confirmed,10/5/2020,New York,933,44110.18781,42.1657,-74.9481,0,76404
Confirmed,10/6/2020,New York,1393,44111.18791,42.1657,-74.9481,0,96359
Confirmed,10/7/2020,New York,1360,44112.18791,42.1657,-74.9481,0,108246
Confirmed,10/8/2020,New York,1836,44113.18792,42.1657,-74.9481,0,145811
Confirmed,10/9/2020,New York,1592,44114.18778,42.1657,-74.9481,0,139300
Confirmed,10/10/2020,New York,1447,44115.18787,42.1657,-74.9481,0,134579
Confirmed,10/11/2020,New York,1143,44116.18778,42.1657,-74.9481,0,118254
Confirmed,10/12/2020,New York,1029,44117.18792,42.1657,-74.9481,0,91793
Confirmed,10/13/2020,New York,1393,44118.18782,42.1657,-74.9481,0,99070
Confirmed,10/14/2020,New York,1232,44119.18793,42.1657,-74.9481,0,111744
Confirmed,10/15/2020,New York,1460,44120.18793,42.1657,-74.9481,0,133212
Confirmed,10/16/2020,New York,1707,44121.18778,42.1657,-74.9481,0,136039
Confirmed,10/17/2020,New York,1784,44122.18778,42.1657,-74.9481,0,159972
Confirmed,10/18/2020,New York,1390,44123.18778,42.1657,-74.9481,0,128763
Confirmed,10/19/2020,New York,998,44124.18784,42.1657,-74.9481,0,82009
Confirmed,10/20/2020,New York,1201,44125.18787,42.1657,-74.9481,0,90540
Confirmed,10/21/2020,New York,2026,44126.18792,42.1657,-74.9481,0,124789
Confirmed,10/22/2020,New York,1628,44127.18796,42.1657,-74.9481,0,135341
Confirmed,10/23/2020,New York,1637,44128.18788,42.1657,-74.9481,0,141508
Confirmed,10/24/2020,New York,2061,44129.18778,42.1657,-74.9481,0,156940
Confirmed,10/25/2020,New York,1632,44130.18794,42.1657,-74.9481,0,120830
Confirmed,10/26/2020,New York,1191,44131.18779,42.1657,-74.9481,0,82117
Confirmed,10/27/2020,New York,1991,44132.18793,42.1657,-74.9481,0,111618
Confirmed,10/28/2020,New York,2031,44133.18791,42.1657,-74.9481,0,129660
Confirmed,10/29/2020,New York,2499,44134.18784,42.1657,-74.9481,0,168353
Confirmed,10/30/2020,New York,2255,44135.18789,42.1657,-74.9481,0,146885
Confirmed,10/31/2020,New York,2112,44136.19381,42.1657,-74.9481,0,136962
Confirmed,11/1/2020,New York,2192,44137.22959,42.1657,-74.9481,0,148935
Confirmed,11/2/2020,New York,1633,44138.25066,42.1657,-74.9481,0,96101
Confirmed,11/3/2020,New York,2321,44139.22946,42.1657,-74.9481,0,127869
Confirmed,11/4/2020,New York,2126,44140.25397,42.1657,-74.9481,0,133534
Confirmed,11/5/2020,New York,2997,44141.22957,42.1657,-74.9481,0,161019
Confirmed,11/6/2020,New York,3209,44142.22959,42.1657,-74.9481,0,160705
Confirmed,11/7/2020,New York,3587,44143.22947,42.1657,-74.9481,0,163291
Confirmed,11/8/2020,New York,3428,44144.22961,42.1657,-74.9481,0,145642
Confirmed,11/9/2020,New York,3144,44145.23751,42.1657,-74.9481,0,111416
Confirmed,11/10/2020,New York,3965,44146.22962,42.1657,-74.9481,0,128036
Confirmed,11/11/2020,New York,4820,44147.22962,42.1657,-74.9481,0,164300
Confirmed,11/12/2020,New York,4797,44148.22951,42.1657,-74.9481,0,162627
Confirmed,11/13/2020,New York,5401,44149.22951,42.1657,-74.9481,0,203721
Confirmed,11/14/2020,New York,5388,44150.22951,42.1657,-74.9481,0,184162
Confirmed,11/15/2020,New York,3649,44151.22951,42.1657,-74.9481,0,133202
Confirmed,11/16/2020,New York,3490,44152.22951,42.1657,-74.9481,0,124565
Confirmed,11/17/2020,New York,5088,44153.2375,42.1657,-74.9481,0,159852
Confirmed,11/18/2020,New York,5294,44154.2295,42.1657,-74.9481,0,154434
Confirmed,11/19/2020,New York,5310,44155.22956,42.1657,-74.9481,0,195239
Confirmed,11/20/2020,New York,5468,44156.22951,42.1657,-74.9481,0,205466
Confirmed,11/21/2020,New York,5973,44157.22951,42.1657,-74.9481,0,207907
Confirmed,11/22/2020,New York,5391,44158.22956,42.1657,-74.9481,0,196610
Confirmed,11/23/2020,New York,5906,44159.22947,42.1657,-74.9481,0,191489
Confirmed,11/24/2020,New York,4881,44160.22963,42.1657,-74.9481,0,164761
Confirmed,11/25/2020,New York,6265,44161.22963,42.1657,-74.9481,0,173085
Confirmed,11/26/2020,New York,6933,44162.22947,42.1657,-74.9481,0,217721
Confirmed,11/27/2020,New York,8176,44163.22957,42.1657,-74.9481,0,219442
Confirmed,11/28/2020,New York,6063,44164.22947,42.1657,-74.9481,0,152355
Confirmed,11/29/2020,New York,6723,44165.22947,42.1657,-74.9481,0,157320
Confirmed,11/30/2020,New York,6819,44166.22947,42.1657,-74.9481,0,148974
Confirmed,12/1/2020,New York,7285,44167.22964,42.1657,-74.9481,0,146675
Confirmed,12/2/2020,New York,8973,44168.22964,42.1657,-74.9481,0,193551
Confirmed,12/3/2020,New York,9855,44169.22964,42.1657,-74.9481,0,203440
Confirmed,12/4/2020,New York,11271,44170.22953,42.1657,-74.9481,0,208297
Confirmed,4/12/2020,North Carolina,4570,43933.97101,35.6301,-79.8064,331,62139
Confirmed,4/13/2020,North Carolina,316,43934.96382,35.6301,-79.8064,-18,1249
Confirmed,4/14/2020,North Carolina,227,43935.98161,35.6301,-79.8064,105,1651
Confirmed,4/15/2020,North Carolina,227,43936.95615,35.6301,-79.8064,13,2788
Confirmed,4/16/2020,North Carolina,299,43937.97976,35.6301,-79.8064,21,3090
Confirmed,4/17/2020,North Carolina,406,43938.97977,35.6301,-79.8064,-23,2064
Confirmed,4/18/2020,North Carolina,283,43939.93943,35.6301,-79.8064,-41,3230
Confirmed,4/19/2020,North Carolina,273,43940.98682,35.6301,-79.8064,77,2561
Confirmed,4/20/2020,North Carolina,294,43941.98388,35.6301,-79.8064,-92,712
Confirmed,4/21/2020,North Carolina,239,43942.9865,35.6301,-79.8064,54,3847
Confirmed,4/22/2020,North Carolina,361,43943.98641,35.6301,-79.8064,7,7005
Confirmed,4/23/2020,North Carolina,325,43945.14792,35.6301,-79.8064,52,5849
Confirmed,4/24/2020,North Carolina,470,43946.27275,35.6301,-79.8064,-9,4399
Confirmed,4/25/2020,North Carolina,478,43947.10608,35.6301,-79.8064,-21,4681
Confirmed,4/26/2020,North Carolina,229,43948.10609,35.6301,-79.8064,-5,2629
Confirmed,4/27/2020,North Carolina,324,43949.10609,35.6301,-79.8064,22,2026
Confirmed,4/28/2020,North Carolina,434,43950.10594,35.6301,-79.8064,-473,2832
Confirmed,4/29/2020,North Carolina,425,43951.10591,35.6301,-79.8064,0,5688
Confirmed,4/30/2020,North Carolina,574,43952.10593,35.6301,-79.8064,0,9596
Confirmed,5/1/2020,North Carolina,316,43953.10591,35.6301,-79.8064,0,5796
Confirmed,5/3/2020,North Carolina,700,43955.10593,35.6301,-79.8064,0,10003
Confirmed,5/11/2020,North Carolina,3504,43963.14758,35.6301,-79.8064,0,52030
Confirmed,5/12/2020,North Carolina,348,43964.14757,35.6301,-79.8064,0,6379
Confirmed,5/13/2020,North Carolina,730,43965.14759,35.6301,-79.8064,0,8213
Confirmed,5/14/2020,North Carolina,616,43966.10633,35.6301,-79.8064,0,8811
Confirmed,5/17/2020,North Carolina,1705,43969.10586,35.6301,-79.8064,0,29676
Confirmed,5/18/2020,North Carolina,534,43970.10582,35.6301,-79.8064,0,6811
Confirmed,5/19/2020,North Carolina,32,43971.10584,35.6301,-79.8064,0,9253
Confirmed,5/20/2020,North Carolina,1023,43972.10618,35.6301,-79.8064,0,12595
Confirmed,5/21/2020,North Carolina,250,43973.10899,35.6301,-79.8064,0,13042
Confirmed,5/22/2020,North Carolina,1598,43974.1061,35.6301,-79.8064,0,12579
Confirmed,5/23/2020,North Carolina,754,43975.10611,35.6301,-79.8064,0,26358
Confirmed,5/24/2020,North Carolina,501,43976.10613,35.6301,-79.8064,0,7074
Confirmed,5/25/2020,North Carolina,692,43977.10603,35.6301,-79.8064,0,8034
Confirmed,5/26/2020,North Carolina,398,43978.10598,35.6301,-79.8064,0,7641
Confirmed,5/27/2020,North Carolina,461,43979.10598,35.6301,-79.8064,0,11825
Confirmed,5/28/2020,North Carolina,884,43980.10623,35.6301,-79.8064,0,11036
Confirmed,5/29/2020,North Carolina,1085,43981.10619,35.6301,-79.8064,0,16039
Confirmed,5/30/2020,North Carolina,909,43982.10616,35.6301,-79.8064,0,12926
Confirmed,5/31/2020,North Carolina,991,43983.10618,35.6301,-79.8064,0,12132
Confirmed,6/1/2020,North Carolina,807,43984.10644,35.6301,-79.8064,0,5619
Confirmed,6/2/2020,North Carolina,431,43985.10649,35.6301,-79.8064,0,13013
Confirmed,6/3/2020,North Carolina,1253,43986.10652,35.6301,-79.8064,0,14342
Confirmed,6/4/2020,North Carolina,799,43987.10642,35.6301,-79.8064,0,19039
Confirmed,6/5/2020,North Carolina,1220,43988.10635,35.6301,-79.8064,0,13845
Confirmed,6/6/2020,North Carolina,1423,43989.16238,35.6301,-79.8064,0,15203
Confirmed,6/7/2020,North Carolina,907,43990.1484,35.6301,-79.8064,0,13876
Confirmed,6/8/2020,North Carolina,892,43991.14814,35.6301,-79.8064,0,8887
Confirmed,6/9/2020,North Carolina,710,43992.17169,35.6301,-79.8064,0,15598
Confirmed,6/10/2020,North Carolina,1246,43993.14854,35.6301,-79.8064,0,17939
Confirmed,6/11/2020,North Carolina,1111,43994.21534,35.6301,-79.8064,0,19027
Confirmed,6/12/2020,North Carolina,1833,43995.14821,35.6301,-79.8064,0,23020
Confirmed,6/13/2020,North Carolina,1428,43996.14824,35.6301,-79.8064,0,15993
Confirmed,6/14/2020,North Carolina,1419,43997.14821,35.6301,-79.8064,0,15440
Confirmed,6/15/2020,North Carolina,850,43998.18984,35.6301,-79.8064,0,11349
Confirmed,6/16/2020,North Carolina,793,43999.18997,35.6301,-79.8064,0,12942
Confirmed,6/17/2020,North Carolina,1027,44000.18993,35.6301,-79.8064,0,16001
Confirmed,6/18/2020,North Carolina,1233,44001.18992,35.6301,-79.8064,0,26256
Confirmed,6/19/2020,North Carolina,1618,44002.18995,35.6301,-79.8064,0,18635
Confirmed,6/20/2020,North Carolina,1605,44003.19001,35.6301,-79.8064,0,19028
Confirmed,6/21/2020,North Carolina,1411,44004.18997,35.6301,-79.8064,0,14434
Confirmed,6/22/2020,North Carolina,1163,44005.18999,35.6301,-79.8064,0,11570
Confirmed,6/23/2020,North Carolina,675,44006.19006,35.6301,-79.8064,0,16483
Confirmed,6/24/2020,North Carolina,1888,44007.22718,35.6301,-79.8064,0,17457
Confirmed,6/25/2020,North Carolina,945,44008.19021,35.6301,-79.8064,0,19993
Confirmed,6/26/2020,North Carolina,1686,44009.19014,35.6301,-79.8064,0,25447
Confirmed,6/27/2020,North Carolina,1654,44010.19049,35.6301,-79.8064,0,18406
